PRT_ID,Model_1,Model_2,Model_3
P06296,10922574000.0,10350705000.0,3723991000.0
P06783,25007342000.0,17799643000.0,5732820000.0
P06945,9256272000.0,9470724000.0,3428322800.0
P01697,12075431000.0,11012241000.0,3930894300.0
P09756,21011659000.0,15615065000.0,5148129000.0
P06476,12692720000.0,11300129000.0,3928638000.0
P07176,18235685000.0,14205076000.0,4667515400.0
P08728,18769867000.0,14461268000.0,4688523300.0
P01008,12535955000.0,11241869000.0,3894888400.0
P07445,18943859000.0,14629321000.0,4873311000.0
P05635,12756301000.0,11326184000.0,4032755000.0
P07451,21933418000.0,16197169000.0,5218178000.0
P01115,22347821000.0,16393896000.0,5229914000.0
P04159,22083981000.0,16231460000.0,5198160000.0
P03463,10453305000.0,10128454000.0,3596939300.0
P06836,19915598000.0,15136810000.0,5017978400.0
P09866,19653554000.0,14927251000.0,4949722600.0
P02033,20048480000.0,15203153000.0,4991228000.0
P05766,11669361000.0,10780541000.0,3882549800.0
P05537,17373987000.0,13812476000.0,4681443300.0
P05907,9962195000.0,9841339000.0,3487677000.0
P07539,18779167000.0,14447402000.0,4767487000.0
P03411,10054821000.0,9954972000.0,3520200200.0
P03943,22415233000.0,16470888000.0,5419966500.0
P05196,20231127000.0,15275016000.0,4990832600.0
P05109,14212675000.0,12138519000.0,4207977000.0
P03367,15021984000.0,12571914000.0,4220438000.0
P05199,15827620000.0,12951554000.0,4388046000.0
P05119,23018779000.0,16769094000.0,5489860000.0
P07229,12230393000.0,11098122000.0,3880304400.0
P03217,22099366000.0,16287356000.0,5224707000.0
P07688,19111436000.0,14716454000.0,4907758000.0
P09453,12770201000.0,11317109000.0,3975813000.0
P00678,13040824000.0,11464006000.0,3969713700.0
P05616,23366205000.0,16952871000.0,5482750500.0
P05357,10584589000.0,10179046000.0,3604575200.0
P07928,13532860000.0,11798438000.0,4000796200.0
P04492,18292124000.0,14234998000.0,4632864000.0
P07200,14383280000.0,12202306000.0,4094664400.0
P06435,9480655000.0,9617290000.0,3367394300.0
P04653,12238486000.0,11075190000.0,3900676000.0
P06673,17678119000.0,13988575000.0,4635052000.0
P02781,17572792000.0,13935099000.0,4653207000.0
P07527,13915220000.0,11909388000.0,4061725700.0
P09634,20079602000.0,15196211000.0,5018028500.0
P04240,20312576000.0,15269321000.0,5003980000.0
P03767,15442696000.0,12818717000.0,4305949700.0
P06007,22475018000.0,16485927000.0,5269268500.0
P02314,13664575000.0,11842812000.0,4181349000.0
P09354,19906773000.0,15032017000.0,4896468000.0
P01593,21919869000.0,16144508000.0,5292033000.0
P02947,17171167000.0,13682866000.0,4641293300.0
P02013,13228832000.0,11563252000.0,4005661200.0
P06240,12536362000.0,11168997000.0,3896494600.0
P06316,15892318000.0,12960524000.0,4360151600.0
P04505,13983241000.0,11965044000.0,4010700500.0
P07521,17546844000.0,13824209000.0,4563707000.0
P08159,24721100000.0,17651245000.0,5598296000.0
P08010,13569442000.0,11796011000.0,4050979600.0
P01827,11173851000.0,10456243000.0,3725254700.0
P00963,9704288000.0,9696150000.0,3497365500.0
P00340,21702246000.0,16095110000.0,5304866000.0
P02936,14223811000.0,12122989000.0,4199779600.0
P09379,19156795000.0,14663912000.0,4812111400.0
P09628,18874819000.0,14546828000.0,4888468500.0
P01538,13031083000.0,11462996000.0,3905489200.0
P01624,10506401000.0,10200972000.0,3553711000.0
P05406,14442412000.0,12216748000.0,4085335000.0
P08864,9419270000.0,9559986000.0,3445889000.0
P09474,19126321000.0,14695589000.0,4801082400.0
P07798,22267875000.0,16373017000.0,5321745000.0
P08887,20250460000.0,15331738000.0,4948251600.0
P06913,15284083000.0,12689177000.0,4277564000.0
P10034,22136254000.0,16211868000.0,5185089500.0
P07624,21628793000.0,15987341000.0,5281756000.0
P02219,10147573000.0,9962644000.0,3464608800.0
P03599,17709332000.0,13959641000.0,4676359000.0
P03703,18794197000.0,14518501000.0,4701239300.0
P06148,9395145000.0,9568420000.0,3423456500.0
P04714,14533202000.0,12314448000.0,4262592000.0
P03623,15808402000.0,12945779000.0,4432441000.0
P05121,9812810000.0,9781019000.0,3441711600.0
P01880,15718052000.0,12896650000.0,4399000000.0
P06043,22390560000.0,16437628000.0,5343415000.0
P06046,18345855000.0,14292713000.0,4823256000.0
P08327,14807356000.0,12460616000.0,4229343200.0
P07360,16072456000.0,13099087000.0,4313583600.0
P09057,20100702000.0,15200635000.0,4904713000.0
P07509,15138501000.0,12636744000.0,4274697500.0
P05112,11008227000.0,10368072000.0,3753397800.0
P03704,18937303000.0,14622855000.0,4835461000.0
P09980,19198650000.0,14758161000.0,4790532600.0
P02630,17818431000.0,14015478000.0,4647454700.0
P03738,13080025000.0,11504155000.0,4068126200.0
P05488,10046445000.0,9863825000.0,3499527200.0
P03078,19464081000.0,14918717000.0,4809003000.0
P09894,18601605000.0,14453461000.0,4842946000.0
P04897,16921172000.0,13549961000.0,4604781600.0
P03901,17767379000.0,13994904000.0,4744555500.0
P00491,20420360000.0,15426012000.0,5095811000.0
P05563,13856078000.0,11902190000.0,4057484500.0
P09576,21459145000.0,15854160000.0,5078355000.0
P01099,9846262000.0,9797919000.0,3518020600.0
P02876,27146717000.0,18953695000.0,6054789600.0
P09011,20117008000.0,15189633000.0,4930424000.0
P06294,14239742000.0,12153594000.0,4160091600.0
P07647,21917300000.0,16212070000.0,5263479000.0
P02464,18678962000.0,14455770000.0,4679739400.0
P04643,10320693000.0,10098827000.0,3679599000.0
P01093,10998396000.0,10400143000.0,3566086700.0
P06209,22049358000.0,16232055000.0,5309549600.0
P08732,13050565000.0,11490746000.0,4078610700.0
P01689,20100467000.0,15230816000.0,4972105700.0
P00778,10611879000.0,10216630000.0,3508826000.0
P06378,18813587000.0,14531625000.0,4697489400.0
P00538,19184304000.0,14680155000.0,4809303600.0
P08785,13968503000.0,11962534000.0,4189636000.0
P09508,9347639000.0,9521544000.0,3416107500.0
P09175,11283427000.0,10567955000.0,3657258800.0
P09969,20801294000.0,15550099000.0,5093038000.0
P05389,20134928000.0,15268935000.0,4936703000.0
P07079,19714232000.0,14977501000.0,4881934300.0
P09703,20445233000.0,15387599000.0,5023233500.0
P06582,16591976000.0,13353607000.0,4565926000.0
P08958,14536720000.0,12342376000.0,4264928800.0
P04926,17826636000.0,14018715000.0,4588226600.0
P07107,19694310000.0,14973366000.0,4990611500.0
P09073,9704877000.0,9719068000.0,3429140500.0
P07133,18911695000.0,14541127000.0,4862849000.0
P00389,19005544000.0,14631813000.0,4736462300.0
P00560,11710110000.0,10826744000.0,3880949000.0
P04919,16639888000.0,13356073000.0,4509973500.0
P08056,12297069000.0,11115553000.0,3859269600.0
P00824,10138159000.0,9935169000.0,3543476700.0
P08874,22211090000.0,16319184000.0,5316794400.0
P02092,20862034000.0,15583308000.0,5023396000.0
P02109,11533877000.0,10668184000.0,3725144800.0
P01254,12571943000.0,11248214000.0,3815765500.0
P04212,12197017000.0,11073962000.0,3936253200.0
P01824,13196149000.0,11615664000.0,3997787600.0
P09328,21403726000.0,15846615000.0,5140513300.0
P05769,9029178000.0,9361731000.0,3277448200.0
P04458,18524189000.0,14332234000.0,4744986600.0
P02436,19835510000.0,15043355000.0,4854298600.0
P09316,19504833000.0,14921139000.0,4964605400.0
P04676,16293920000.0,13265634000.0,4463933000.0
P06952,13735388000.0,11904827000.0,4140094000.0
P06041,18116243000.0,14188678000.0,4608691000.0
P04312,12617923000.0,11292283000.0,3832057000.0
P08794,15252317000.0,12651046000.0,4289899000.0
P00853,10799710000.0,10359565000.0,3678027300.0
P01372,21503787000.0,15923329000.0,5239891500.0
P02672,13997298000.0,11953215000.0,4044131800.0
P02257,12181146000.0,11037883000.0,3757302000.0
P05289,19307936000.0,14787570000.0,4802283000.0
P05139,21132538000.0,15701953000.0,5126549500.0
P09031,9871846000.0,9808811000.0,3430416400.0
P04644,11417642000.0,10633619000.0,3757998600.0
P04288,22209872000.0,16344603000.0,5256299500.0
P02360,13657442000.0,11839447000.0,4092855800.0
P07810,14365909000.0,12152820000.0,4160358400.0
P06351,17522672000.0,13890175000.0,4664212500.0
P01247,18455880000.0,14374797000.0,4810837500.0
P07781,8895037000.0,9279132000.0,3327738000.0
P05467,13969573000.0,12011345000.0,4153269800.0
P04371,19456823000.0,14848881000.0,4917996500.0
P03536,17610461000.0,13856836000.0,4570104000.0
P05498,19638424000.0,15010917000.0,4916825600.0
P05300,13080613000.0,11484162000.0,3997082600.0
P04548,25388986000.0,18051752000.0,5698512000.0
P05642,15279349000.0,12738191000.0,4363162600.0
P08738,15157658000.0,12625867000.0,4383177700.0
P02597,9260483000.0,9429842000.0,3316207000.0
P05843,19323105000.0,14779278000.0,4928466000.0
P09446,11021987000.0,10427842000.0,3701161200.0
P09528,20389920000.0,15288835000.0,5067406000.0
P03007,15372372000.0,12689263000.0,4304505000.0
P04611,18302341000.0,14220405000.0,4745025500.0
P00751,18594484000.0,14423262000.0,4846679000.0
P07016,20268739000.0,15342233000.0,5019098000.0
P08901,10299598000.0,10066532000.0,3479131600.0
P02105,20399305000.0,15387117000.0,5015534600.0
P02674,21722087000.0,16039848000.0,5217715000.0
P08108,27117834000.0,18892165000.0,6041665500.0
P09038,14687382000.0,12415883000.0,4210125600.0
P07683,10058303000.0,9958220000.0,3441265200.0
P08503,21152406000.0,15758958000.0,5168702500.0
P00482,10384715000.0,10064654000.0,3653870600.0
P06504,21862408000.0,16185633000.0,5201189000.0
P09099,21678350000.0,15992552000.0,5183741400.0
P09182,14583404000.0,12317061000.0,4198769000.0
P03510,13271112000.0,11658704000.0,3947921000.0
P05599,20402029000.0,15339901000.0,4946962000.0
P04465,24683397000.0,17651081000.0,5615636000.0
P05656,11021991000.0,10435355000.0,3578905600.0
P10021,20508623000.0,15373548000.0,4986769400.0
P08564,12198852000.0,11052623000.0,3915523000.0
P07447,17918527000.0,14043070000.0,4640459000.0
P02654,13901088000.0,11947771000.0,4085241000.0
P05986,19349344000.0,14790844000.0,4817003500.0
P02417,14547298000.0,12346485000.0,4287289900.0
P07789,14728757000.0,12368908000.0,4130661400.0
P03243,18697155000.0,14520697000.0,4792420400.0
P01393,22338760000.0,16386281000.0,5356861000.0
P09963,22198182000.0,16294644000.0,5162135600.0
P04522,13750254000.0,11911729000.0,4129451000.0
P01575,12643273000.0,11322542000.0,3908677600.0
P07529,12475496000.0,11167874000.0,3838930000.0
P02675,12397500000.0,11194919000.0,3838085600.0
P01852,10038343000.0,9878391000.0,3463886800.0
P05765,13345737000.0,11647820000.0,4063746600.0
P09319,10006738000.0,9862856000.0,3445243400.0
P04117,18888796000.0,14553578000.0,4874680300.0
P01879,20113342000.0,15208791000.0,4882850000.0
P06981,18794113000.0,14551753000.0,4912063500.0
P09051,12045968000.0,10957598000.0,3827660800.0
P01935,20250814000.0,15240294000.0,5055401000.0
P06922,9929601000.0,9801937000.0,3528772400.0
P02545,8717314000.0,9115377000.0,3218903000.0
P03982,19132490000.0,14651722000.0,4785186000.0
P09314,21334310000.0,15855280000.0,5169340400.0
P03882,13300054000.0,11577303000.0,3927181800.0
P09813,18701097000.0,14403174000.0,4725565000.0
P06733,12622894000.0,11248464000.0,3834158600.0
P01431,15163947000.0,12601825000.0,4211168300.0
P04763,16383532000.0,13311027000.0,4450561500.0
P01912,21942026000.0,16132733000.0,5181089000.0
P04538,11431583000.0,10617915000.0,3687003100.0
P08614,21474836000.0,15955069000.0,5228893000.0
P09439,18753960000.0,14451324000.0,4675571700.0
P04677,24239057000.0,17437712000.0,5605743000.0
P01387,14017381000.0,12053543000.0,4053654000.0
P08052,22908721000.0,16688216000.0,5357635600.0
P06581,15699546000.0,12860787000.0,4377892000.0
P07058,13645802000.0,11809505000.0,3993301200.0
P00299,15137471000.0,12633841000.0,4246759200.0
P09490,21999155000.0,16186425000.0,5251509000.0
P00630,14769852000.0,12414058000.0,4168328000.0
P05247,9731389000.0,9736234000.0,3415704600.0
P08743,12454989000.0,11159516000.0,3795740400.0
P05703,15064638000.0,12594990000.0,4284249600.0
P08649,10043758000.0,9907538000.0,3563065600.0
P01793,18697509000.0,14428738000.0,4845740000.0
P09267,13113779000.0,11548435000.0,4014130200.0
P02652,14849171000.0,12454355000.0,4243674000.0
P09383,20029135000.0,15192758000.0,4951523300.0
P08476,14198546000.0,12108771000.0,4166673700.0
P08499,13020242000.0,11477395000.0,3933720000.0
P00460,11416074000.0,10628952000.0,3786012700.0
P04570,9642823000.0,9729282000.0,3470340400.0
P02994,9401889000.0,9572765000.0,3377926700.0
P03675,15030755000.0,12581853000.0,4357123000.0
P09539,13322203000.0,11637189000.0,3999789600.0
P01315,11001089000.0,10446940000.0,3624943000.0
P02114,20178571000.0,15274511000.0,5077777400.0
P07267,21248119000.0,15813354000.0,5090668500.0
P03983,11803662000.0,10829221000.0,3781982700.0
P01345,20261130000.0,15342078000.0,5114666000.0
P06292,9107282000.0,9342605000.0,3381270300.0
P05096,11735514000.0,10764611000.0,3851477000.0
P00811,19538223000.0,14917601000.0,4944488400.0
P08636,13445598000.0,11724501000.0,4086761500.0
P05579,11358560000.0,10608816000.0,3634330000.0
P06735,18162651000.0,14194876000.0,4701337600.0
P04988,12489886000.0,11200867000.0,3838221800.0
P00541,17766846000.0,14011625000.0,4590860000.0
P07725,12121614000.0,11031505000.0,3765701400.0
P07950,24343296000.0,17494219000.0,5595440600.0
P03728,11003224000.0,10445115000.0,3698911200.0
P08587,9683171000.0,9731976000.0,3452932000.0
P05011,17434620000.0,13791807000.0,4569458700.0
P04846,20036430000.0,15169294000.0,4885043700.0
P02935,19170195000.0,14725545000.0,4939387000.0
P04445,9587356000.0,9699129000.0,3417630700.0
P04123,13546669000.0,11780891000.0,4099728600.0
P09010,14229400000.0,12108376000.0,4229142300.0
P04393,18266565000.0,14272698000.0,4776749000.0
P02344,21129673000.0,15795700000.0,5222353000.0
P02810,18995823000.0,14627807000.0,4825534500.0
P04409,9483354000.0,9597442000.0,3459484700.0
P07113,21454572000.0,15872980000.0,5153445000.0
P00517,19510223000.0,14948749000.0,4981374500.0
P02163,21573476000.0,16030981000.0,5190886400.0
P01712,15021499000.0,12530398000.0,4259065600.0
P06535,19881873000.0,15111184000.0,4862461000.0
P02771,18269130000.0,14257816000.0,4817484000.0
P09207,22172340000.0,16346570000.0,5222749000.0
P03516,10460654000.0,10177273000.0,3703190800.0
P08004,26260527000.0,18444777000.0,5744766500.0
P02891,12931658000.0,11454216000.0,3932023800.0
P09206,19712561000.0,15028986000.0,4969594000.0
P06555,20035564000.0,15199724000.0,5065676000.0
P00649,10147734000.0,9964548000.0,3512361500.0
P04032,17287260000.0,13783436000.0,4502696000.0
P02034,11808174000.0,10810569000.0,3765017300.0
P04518,17822396000.0,14061051000.0,4580076500.0
P06193,19006945000.0,14609699000.0,4790940700.0
P02369,12721475000.0,11339481000.0,3917005600.0
P08063,12091021000.0,10986748000.0,3775744000.0
P01022,11608668000.0,10731494000.0,3743979500.0
P03221,19360635000.0,14818305000.0,4874388500.0
P07034,21272824000.0,15777348000.0,5192085500.0
P00783,12299952000.0,11102542000.0,3774667300.0
P07078,17498696000.0,13846364000.0,4592244000.0
P03304,17106207000.0,13595540000.0,4517352400.0
P07736,17558639000.0,13899876000.0,4530220000.0
P02376,9771865000.0,9778424000.0,3577707300.0
P08545,19518294000.0,14927124000.0,4943746000.0
P03906,17226990000.0,13683248000.0,4609304600.0
P01135,12965708000.0,11444294000.0,3971124700.0
P06454,24602393000.0,17586270000.0,5547401700.0
P06715,20559393000.0,15422478000.0,5021797400.0
P01074,20880140000.0,15641915000.0,5153193000.0
P04482,14011425000.0,12051933000.0,4078544600.0
P09143,22258717000.0,16371085000.0,5196639700.0
P09983,19015370000.0,14665361000.0,4847390000.0
P04935,8189216000.0,8868281000.0,3243938000.0
P08493,17465752000.0,13755097000.0,4473893000.0
P05131,19441058000.0,14884337000.0,4831022000.0
P03001,10615716000.0,10236588000.0,3717725700.0
P08069,17839593000.0,14046956000.0,4608405000.0
P06846,18213600000.0,14250535000.0,4815909400.0
P03830,22263910000.0,16326435000.0,5307756500.0
P01122,22451857000.0,16494702000.0,5289742300.0
P04417,11115004000.0,10496915000.0,3756524300.0
P09056,18425364000.0,14308186000.0,4641000000.0
P03485,13400433000.0,11701119000.0,4087840000.0
P05177,18494128000.0,14411592000.0,4725368000.0
P09028,11800644000.0,10827930000.0,3791076400.0
P05898,13886138000.0,11938224000.0,4089182500.0
P02084,18182672000.0,14248923000.0,4636809000.0
P08253,20173940000.0,15287988000.0,4957216000.0
P02696,11241624000.0,10597506000.0,3633542100.0
P05822,13977770000.0,11938927000.0,4043426300.0
P02986,20617091000.0,15506375000.0,5146680000.0
P08884,19105170000.0,14643525000.0,4910577700.0
P00367,14199769000.0,12104544000.0,4047346700.0
P03709,21943343000.0,16155373000.0,5221031000.0
P08975,21769206000.0,16109400000.0,5320824000.0
P01103,22463437000.0,16501103000.0,5296486400.0
P06971,14715449000.0,12410038000.0,4216276700.0
P09324,14137639000.0,12073074000.0,4114516000.0
P03355,18082034000.0,14158361000.0,4785372000.0
P05536,8785540000.0,9175175000.0,3302932700.0
P01944,13170569000.0,11539936000.0,3882413600.0
P00633,20602442000.0,15425535000.0,5026068500.0
P06414,17892133000.0,14073467000.0,4628972500.0
P02858,12688013000.0,11279884000.0,3886984400.0
P08881,18001600000.0,14163857000.0,4794954000.0
P01875,15248028000.0,12674023000.0,4394957300.0
P07908,11793730000.0,10848321000.0,3791842600.0
P04079,13466507000.0,11666481000.0,3952571400.0
P04959,14708368000.0,12362521000.0,4254407200.0
P02504,12952648000.0,11434244000.0,4050725600.0
P02726,15924615000.0,13005951000.0,4466395000.0
P05137,12921700000.0,11451788000.0,3884135400.0
P04503,15755131000.0,12940687000.0,4460005000.0
P00612,13858922000.0,11901375000.0,4032222200.0
P08272,24929284000.0,17760709000.0,5659246600.0
P04277,12448484000.0,11167473000.0,3892846600.0
P08962,15170354000.0,12606145000.0,4221687000.0
P06110,14883504000.0,12524040000.0,4352704500.0
P01286,12071768000.0,10965846000.0,3867526100.0
P03560,14517971000.0,12276959000.0,4168319500.0
P05564,10802060000.0,10296590000.0,3605042200.0
P07392,17839385000.0,14051326000.0,4688235000.0
P01154,13393219000.0,11698351000.0,3989758200.0
P00979,21852516000.0,16130349000.0,5225457700.0
P07406,25940976000.0,18296134000.0,5790596000.0
P06904,9826400000.0,9787847000.0,3496222700.0
P05812,21308280000.0,15819333000.0,5128371000.0
P08533,12178018000.0,11049007000.0,3871761400.0
P05885,17703305000.0,13977803000.0,4630416000.0
P04770,18739319000.0,14544657000.0,4887288000.0
P05396,12369916000.0,11182121000.0,3833501200.0
P00622,12145460000.0,11021434000.0,3761148400.0
P03290,13810103000.0,11922322000.0,4158793700.0
P09571,18974314000.0,14639870000.0,4782252000.0
P01370,14202527000.0,12154312000.0,4157140700.0
P05489,15385596000.0,12721721000.0,4346936000.0
P08428,13668870000.0,11823420000.0,4145135000.0
P07538,17817577000.0,13961607000.0,4575749600.0
P05971,20096846000.0,15181449000.0,4986141700.0
P05323,16401494000.0,13305827000.0,4561412600.0
P00142,11852601000.0,10880785000.0,3783450400.0
P03671,13215032000.0,11603634000.0,4064414700.0
P05577,20763474000.0,15554719000.0,5024120000.0
P05813,21374906000.0,15881816000.0,5087661000.0
P08836,18600628000.0,14375374000.0,4750462000.0
P04246,10532603000.0,10146080000.0,3503091200.0
P07865,12815941000.0,11372544000.0,3875250200.0
P06623,18258014000.0,14241971000.0,4666306600.0
P00890,14319569000.0,12219083000.0,4225118700.0
P04633,11598716000.0,10722059000.0,3785106200.0
P00959,19055570000.0,14685125000.0,4844381000.0
P03569,9056406000.0,9332519000.0,3392632800.0
P03004,20740866000.0,15593090000.0,5134512000.0
P09554,11409142000.0,10661237000.0,3643580700.0
P06389,12106656000.0,10964483000.0,3830452500.0
P06354,9015325000.0,9290113000.0,3328269300.0
P02743,9136138000.0,9420518000.0,3453370400.0
P01164,10587359000.0,10175848000.0,3650295800.0
P05163,17931436000.0,14076234000.0,4694208500.0
P09985,19074136000.0,14601210000.0,4861375500.0
P00039,13009668000.0,11471030000.0,3929389600.0
P01328,21904562000.0,16209222000.0,5171483600.0
P07278,10757730000.0,10293455000.0,3612064500.0
P05347,17737150000.0,13971023000.0,4610720300.0
P00064,19317385000.0,14822812000.0,4855775000.0
P02849,18686310000.0,14448276000.0,4784940000.0
P00743,15233500000.0,12712401000.0,4385526000.0
P05743,14357340000.0,12239823000.0,4237275000.0
P00623,11765403000.0,10820676000.0,3695464700.0
P06452,10758737000.0,10292308000.0,3646335500.0
P09825,18782200000.0,14522483000.0,4897010000.0
P00071,15056727000.0,12570833000.0,4323394000.0
P04163,11410450000.0,10680804000.0,3709970400.0
P00703,13900796000.0,11949727000.0,4153559000.0
P00873,17542533000.0,13869525000.0,4524065000.0
P05229,14758679000.0,12383629000.0,4133618000.0
P07722,19224932000.0,14776218000.0,4882236000.0
P01920,21184184000.0,15825149000.0,5185613000.0
P08018,13170005000.0,11536302000.0,3958293000.0
P07850,23121336000.0,16799027000.0,5462191000.0
P04138,19685306000.0,15018887000.0,5003565000.0
P05619,20132626000.0,15174425000.0,4888338000.0
P07404,12598508000.0,11233837000.0,3825585000.0
P03091,22141084000.0,16306601000.0,5212932000.0
P03154,27068252000.0,18914984000.0,5948717000.0
P05517,20442587000.0,15431959000.0,4991556600.0
P03918,15591944000.0,12851259000.0,4371844000.0
P04367,16414091000.0,13327919000.0,4416503000.0
P01423,10256668000.0,9999534000.0,3514779400.0
P03987,12238914000.0,11116671000.0,3777851000.0
P01558,18876518000.0,14545582000.0,4837607400.0
P08806,11402371000.0,10623676000.0,3757731000.0
P07720,9606574000.0,9642011000.0,3413834500.0
P07684,26742833000.0,18717852000.0,5996803000.0
P05936,19198370000.0,14732452000.0,4750345000.0
P02194,13303045000.0,11601766000.0,4085418500.0
P01673,12459278000.0,11219186000.0,3910121200.0
P09279,11551547000.0,10679702000.0,3724727800.0
P03033,18570955000.0,14333948000.0,4665986000.0
P07163,18637797000.0,14395835000.0,4749765600.0
P04744,18281148000.0,14277612000.0,4681912300.0
P07946,11912478000.0,10887180000.0,3781743000.0
P08877,12194807000.0,11023185000.0,3751518700.0
P00758,12730956000.0,11322549000.0,3921614300.0
P06855,14165598000.0,12089019000.0,4057025500.0
P01155,19112974000.0,14694354000.0,4913587000.0
P02401,21094248000.0,15753470000.0,5214514000.0
P04599,11643861000.0,10742828000.0,3868740400.0
P00351,13554126000.0,11739891000.0,4045227000.0
P07446,20115102000.0,15192308000.0,4962136600.0
P08047,11981459000.0,10941267000.0,3878256000.0
P06130,8288104400.0,8913506000.0,3176186400.0
P08676,17759613000.0,13960675000.0,4611594000.0
P07695,21517488000.0,15929844000.0,5246598000.0
P01753,12874038000.0,11373408000.0,3903612400.0
P03113,16516082000.0,13359749000.0,4505048000.0
P05841,13343793000.0,11677148000.0,3936946400.0
P04733,10455097000.0,10107658000.0,3623737900.0
P03583,12733893000.0,11327071000.0,3885295600.0
P01988,13123697000.0,11527037000.0,4062604800.0
P07353,13640331000.0,11763756000.0,4084114000.0
P02536,12370369000.0,11097743000.0,3954612700.0
P04468,8433274400.0,8982479000.0,3266679300.0
P04845,9733245000.0,9715083000.0,3537993200.0
P03203,13190029000.0,11593491000.0,3912785000.0
P06085,25097087000.0,17872030000.0,5773137000.0
P03472,11132737000.0,10512857000.0,3700445700.0
P05450,14510381000.0,12298318000.0,4180087000.0
P05002,15483898000.0,12816286000.0,4327779300.0
P02090,21830770000.0,16117289000.0,5308091400.0
P07524,14587991000.0,12299784000.0,4252533800.0
P01474,11697479000.0,10806252000.0,3692949000.0
P00702,18715480000.0,14488599000.0,4852782600.0
P05697,11006374000.0,10424050000.0,3605505800.0
P01982,9609518000.0,9710732000.0,3446028300.0
P00800,14539178000.0,12311951000.0,4113104400.0
P03793,26833797000.0,18767483000.0,5935163000.0
P09001,13518028000.0,11742332000.0,3991552500.0
P03573,16509428000.0,13375768000.0,4419262000.0
P04291,17592592000.0,13854929000.0,4636715000.0
P01009,13426842000.0,11670886000.0,3949033000.0
P06168,14937507000.0,12524057000.0,4205111800.0
P04715,10881594000.0,10402367000.0,3717578200.0
P08165,18891411000.0,14526286000.0,4725198300.0
P07209,21565893000.0,15976439000.0,5249307600.0
P09740,21858292000.0,16113623000.0,5116561400.0
P03534,12997050000.0,11415423000.0,4038988500.0
P01110,14568137000.0,12355891000.0,4268558800.0
P05877,10688836000.0,10228967000.0,3687520500.0
P01999,22244432000.0,16314364000.0,5281156000.0
P06369,11726807000.0,10837224000.0,3812054500.0
P09887,20208560000.0,15267698000.0,5083018000.0
P06347,27553960000.0,19123036000.0,6052815000.0
P02698,17521711000.0,13842028000.0,4705721300.0
P07361,17683247000.0,13966168000.0,4609096000.0
P06481,17968054000.0,14068932000.0,4654421000.0
P04114,13596778000.0,11805344000.0,3977673700.0
P01728,11818414000.0,10893990000.0,3723869200.0
P09839,21123113000.0,15747052000.0,5211678700.0
P06489,8111208400.0,8780482000.0,3188100000.0
P02016,10536618000.0,10150907000.0,3626774000.0
P03758,14545552000.0,12319479000.0,4212638700.0
P07967,26988753000.0,18873227000.0,5927979000.0
P09996,21144041000.0,15710487000.0,5040764000.0
P06246,16405369000.0,13275033000.0,4405055500.0
P05083,12481607000.0,11163020000.0,3872472600.0
